x,y,z,dist,time,stochastic_delay,total_time,cum_delay
1735,201,147,6628,44,70,114,66180
921,347,2744,6718,45,0,45,66180
3584,0,2419,9481,53,0,53,66180
667,596,519,5131,40,0,40,66180
2022,195,509,6887,45,0,45,66180
3361,510,1272,8071,49,20,69,66200
3147,145,382,8065,49,0,49,66200
4231,127,2300,9915,54,0,54,66200
1022,361,1722,6100,43,0,43,66200
826,494,2579,6348,44,0,44,66200
2551,485,790,7149,46,0,46,66200
4553,377,279,9249,52,0,52,66200
2270,263,1909,7557,47,0,47,66200
1444,416,1578,6388,44,60,104,66260
2319,359,300,7031,46,0,46,66260
3069,350,1256,7932,48,0,48,66260
3249,587,2064,8311,49,0,49,66260
1311,388,1158,6100,43,0,43,66260
2340,-4,1888,7881,48,0,48,66260
1570,6,1498,6884,45,0,45,66260
1319,341,2322,6805,45,0,45,66260
2743,500,2156,7954,48,20,68,66280
3644,285,1636,8750,51,0,51,66280
2526,121,140,7501,47,0,47,66280
2428,356,2476,8011,49,0,49,66280
3213,449,2196,8502,50,0,50,66280
3561,416,1150,8319,49,0,49,66280
3098,347,1543,8094,49,0,49,66280
3012,400,1334,7857,48,0,48,66280
708,285,2204,6167,43,0,43,66280
4097,596,5,8628,50,0,50,66280
4008,493,728,8589,50,0,50,66280
1761,443,1077,6469,44,0,44,66280
2903,116,2745,8932,51,0,51,66280
996,186,301,5881,42,0,42,66280
1111,265,694,5916,42,0,42,66280
3050,598,2315,8274,49,0,49,66280
3210,90,2004,8730,51,0,51,66280
1127,493,1779,6105,43,0,43,66280
1677,-3,1297,6910,45,0,45,66280
1480,56,2039,7057,46,0,46,66280
736,333,239,5482,41,0,41,66280
1830,-16,1551,7193,46,0,46,66280
1410,281,2098,6801,45,0,45,66280
3679,598,845,8174,49,0,49,66280
1970,437,2719,7657,47,0,47,66280
2683,-13,444,7756,48,0,48,66280
4525,481,2214,9795,54,0,54,66280
1856,300,2073,7211,46,0,46,66280
2684,62,770,7702,48,0,48,66280
2410,58,1509,7678,48,60,108,66340
4491,260,174,9320,52,0,52,66340
3087,552,1384,7802,48,0,48,66340
4155,235,1199,9112,52,0,52,66340
1091,596,2470,6430,44,0,44,66340
3914,570,686,8413,50,0,50,66340
2576,534,1728,7484,47,0,47,66340
1107,-18,1049,6267,43,0,43,66340
2723,72,1849,8164,49,0,49,66340
3951,-1,749,9029,52,70,122,66410
3554,229,1055,8469,50,0,50,66410
2176,488,720,6761,45,0,45,66410
3483,89,2695,9500,53,0,53,66410
3981,-6,2330,9819,54,20,74,66430
4216,-99,266,9390,53,0,53,66430
600,394,781,5288,40,0,40,66430
4567,-76,1784,10117,55,0,55,66430
3083,386,672,7765,48,0,48,66430
2259,595,1153,6839,45,0,45,66430
2387,159,686,7297,46,0,46,66430
2388,295,1029,7229,46,0,46,66430
3621,39,2189,9315,52,0,52,66430
4433,490,1228,9146,52,0,52,66430
2710,-15,1341,7973,48,0,48,66430
2034,392,1741,7091,46,0,46,66430
1693,595,2499,7054,46,160,206,66590
2582,409,1795,7654,47,0,47,66590
1067,381,2589,6710,45,0,45,66590
2197,326,2363,7727,48,0,48,66590
1597,157,1937,7007,46,0,46,66590
3906,-83,1819,9484,53,0,53,66590
1457,1,6,6583,44,0,44,66590
3426,210,1418,8498,50,0,50,66590
1120,162,1858,6476,44,0,44,66590
1432,355,1930,6640,44,0,44,66590
665,224,1595,5810,42,0,42,66590
2523,164,785,7441,47,0,47,66590
1994,559,1111,6596,44,0,44,66590
2331,-47,1756,7836,48,0,48,66590
4238,553,293,8756,51,0,51,66590
2440,450,2390,7866,48,0,48,66590
4531,-68,2041,10233,55,0,55,66590
936,485,617,5514,41,0,41,66590
4126,189,1998,9543,53,0,53,66590
2010,96,1072,7063,46,0,46,66590
935,108,1655,6228,43,0,43,66590
3515,46,2238,9236,52,0,52,66590
810,526,91,5390,41,0,41,66590
1264,319,989,6070,43,0,43,66590
1916,595,401,6383,44,0,44,66590
4087,92,525,9055,52,0,52,66590
2410,336,482,7134,46,0,46,66590
3317,-53,665,8437,50,0,50,66590
2235,297,2074,7594,47,0,47,66590
1673,275,1232,6602,44,0,44,66590
3147,423,717,7797,48,0,48,66590
1716,373,377,6407,44,0,44,66590
986,447,2500,6496,44,20,64,66610
3458,-94,2006,9163,52,60,112,66670
673,266,2024,6030,43,0,43,66670
1600,159,1770,6907,45,20,65,66690
3736,154,2257,9363,53,0,53,66690
1687,-11,475,6758,45,0,45,66690
2159,233,1494,7244,46,0,46,66690
2469,448,215,7103,46,160,206,66850
4059,389,2061,9317,52,0,52,66850
781,203,2129,6270,43,0,43,66850
2313,109,612,7267,46,0,46,66850
2668,216,1020,7586,47,20,67,66870
3533,-77,2654,9684,54,0,54,66870
611,117,835,5585,41,0,41,66870
2892,412,1405,7756,48,0,48,66870
1023,316,27,5828,42,0,42,66870
2044,485,2519,7530,47,0,47,66870
2067,-41,843,7200,46,0,46,66870
2747,223,503,7584,47,0,47,66870
3449,450,1572,8356,50,160,210,67030
1679,297,1756,6840,45,0,45,67030
3530,372,375,8222,49,0,49,67030
2285,174,1409,7389,47,0,47,67030
2556,30,2687,8625,50,0,50,67030
4069,291,560,8839,51,0,51,67030
3229,141,2517,9058,52,0,52,67030
4134,595,2436,9448,53,0,53,67030
2388,586,2038,7434,47,0,47,67030
4137,205,2155,9642,53,0,53,67030
1873,546,2536,7311,46,0,46,67030
3124,356,572,7829,48,0,48,67030
4381,246,355,9200,52,0,52,67030
4123,599,1158,8701,51,0,51,67030
1438,218,2264,7006,46,0,46,67030
2412,372,1808,7528,47,0,47,67030
2182,-79,2394,8140,49,0,49,67030
3043,290,2507,8715,51,0,51,67030
693,141,2256,6332,43,0,43,67030
3386,175,2165,8928,51,0,51,67030
4453,453,226,9080,52,0,52,67030
1013,349,566,5725,42,0,42,67030
3102,404,1881,8230,49,0,49,67030
3524,580,1303,8176,49,0,49,67030
1735,351,1053,6527,44,0,44,67030
817,472,1651,5744,42,0,42,67030
3277,51,523,8286,49,0,49,67030
4524,478,80,9154,52,0,52,67030
2002,143,2485,7805,48,0,48,67030
2245,400,2383,7716,48,0,48,67030
3817,398,1762,8880,51,0,51,67030
2351,474,2080,7537,47,0,47,67030
1853,592,2400,7144,46,0,46,67030
1442,37,2736,7542,47,0,47,67030
2853,140,1454,8012,49,0,49,67030
1065,-11,2395,6955,45,0,45,67030
3736,23,2079,9372,53,0,53,67030
2607,-95,2586,8724,51,0,51,67030
4486,-85,1157,9748,54,0,54,67030
3811,26,2372,9648,53,0,53,67030
3962,9,33,9073,52,0,52,67030
3610,183,371,8491,50,0,50,67030
3618,97,115,8622,50,0,50,67030
763,123,1298,5870,42,0,42,67030
4438,276,1945,9734,54,0,54,67030
2119,110,2326,7839,48,0,48,67030
1481,459,2608,7060,46,0,46,67030
3486,-1,1653,8887,51,0,51,67030
3156,-92,1031,8385,50,0,50,67030
3346,564,2659,8860,51,0,51,67030
3913,403,1481,8822,51,0,51,67030
691,24,1002,5796,42,20,62,67050
4153,333,524,8880,51,0,51,67050
2574,511,1362,7320,46,0,46,67050
1314,213,228,6181,43,0,43,67050
4386,361,1920,9582,53,0,53,67050
1974,217,606,6820,45,0,45,67050
2683,168,1333,7760,48,0,48,67050
2932,509,991,7549,47,0,47,67050
1393,115,1923,6836,45,60,105,67110
4326,113,436,9274,52,0,52,67110
1791,494,2328,7128,46,0,46,67110
857,-91,1154,6124,43,0,43,67110
3800,83,1638,9109,52,0,52,67110
2065,390,266,6750,45,0,45,67110
4296,462,2349,9680,54,20,74,67130
1079,386,2500,6650,44,0,44,67130
3939,-96,947,9150,52,0,52,67130
2252,-90,876,7441,47,0,47,67130
2186,481,242,6783,45,0,45,67130
3013,-88,2698,9209,52,60,112,67190
2633,10,2611,8664,50,0,50,67190
734,446,431,5349,41,0,41,67190
3324,204,135,8217,49,0,49,67190
2597,142,455,7515,47,0,47,67190
3266,544,1146,7895,48,0,48,67190
3024,124,716,7973,48,0,48,67190
1655,352,2674,7392,47,0,47,67190
2546,489,2413,7950,48,0,48,67190
3143,38,871,8203,49,0,49,67190
4413,311,987,9227,52,0,52,67190
905,204,1328,5944,42,20,62,67210
2078,-93,1406,7448,47,0,47,67210
1500,405,1327,6337,44,0,44,67210
3510,410,1021,8234,49,70,119,67280
1296,544,2098,6424,44,0,44,67280
704,303,62,5514,41,0,41,67280
1176,161,104,6118,43,60,103,67340
1776,169,1097,6764,45,0,45,67340
3677,297,2205,9124,52,0,52,67340
3283,399,2567,8891,51,0,51,67340
2168,379,2610,7829,48,0,48,67340
1740,235,1419,6788,45,20,65,67360
3901,396,1897,9047,52,0,52,67360
2539,552,1876,7516,47,0,47,67360
3471,284,722,8260,49,0,49,67360
681,116,1702,5992,42,0,42,67360
3834,221,988,8738,51,0,51,67360
2213,390,35,6942,45,0,45,67360
795,-90,546,5945,42,0,42,67360
4165,473,632,8756,51,0,51,67360
2224,138,1812,7577,47,0,47,67360
893,419,749,5551,41,0,41,67360
4232,119,587,9175,52,0,52,67360
1287,116,12,6296,43,0,43,67360
1830,122,2521,7681,48,60,108,67420
3909,440,619,8532,50,0,50,67420
3338,-14,911,8458,50,0,50,67420
923,-35,185,6045,43,0,43,67420
3709,191,296,8589,50,0,50,67420
1373,-2,968,6495,44,0,44,67420
2559,23,647,7602,47,0,47,67420
4398,318,2503,10039,55,0,55,67420
1412,428,1419,6267,43,0,43,67420
1586,540,1514,6374,44,0,44,67420
1860,486,952,6490,44,0,44,67420
1211,61,2280,6947,45,20,65,67440
2295,420,2043,7510,47,0,47,67440
2068,490,1105,6738,45,0,45,67440
4458,35,725,9497,53,0,53,67440
936,408,1967,6114,43,0,43,67440
2632,173,1699,7885,48,0,48,67440
1663,468,2350,7042,46,0,46,67440
2603,387,1879,7747,48,0,48,67440
2358,336,2744,8166,49,0,49,67440
2740,-6,1923,8304,49,0,49,67440
3940,415,232,8605,50,0,50,67440
730,-38,1893,6308,43,0,43,67440
4529,598,1155,9107,52,0,52,67440
1456,92,1347,6615,44,0,44,67440
2765,68,1989,8297,49,0,49,67440
3978,598,1671,8790,51,0,51,67440
1144,270,1823,6371,44,0,44,67440
4324,253,1594,9440,53,0,53,67440
3130,510,1530,7956,48,0,48,67440
1873,290,162,6674,45,60,105,67500
2863,350,1113,7675,48,0,48,67500
4492,505,1794,9467,53,0,53,67500
4587,-97,315,9753,54,0,54,67500
4063,344,1461,9021,52,70,122,67570
3024,525,1856,8016,49,0,49,67570
1450,320,2651,7201,46,0,46,67570
2954,520,1267,7652,47,0,47,67570
638,-11,228,5729,42,0,42,67570
4438,4,370,9498,53,0,53,67570
1634,528,2727,7236,46,0,46,67570
1874,446,1350,6680,45,0,45,67570
2512,77,1659,7839,48,0,48,67570
4487,120,1398,9640,53,0,53,67570
2072,345,1310,6962,45,0,45,67570
2831,-90,965,8040,49,0,49,67570
3207,249,1160,8136,49,0,49,67570
2974,372,2254,8380,50,0,50,67570
605,38,2665,6649,44,0,44,67570
1946,151,1238,7001,46,0,46,67570
4267,-89,1139,9527,53,60,113,67630
3851,-98,188,9036,52,0,52,67630
4394,409,2010,9599,53,0,53,67630
3756,596,238,8239,49,0,49,67630
2635,595,2306,7855,48,0,48,67630
1211,-93,2227,7064,46,70,116,67700
1504,246,2425,7159,46,0,46,67700
2065,210,1943,7426,47,0,47,67700
4430,418,638,9077,52,0,52,67700
1529,509,2318,6844,45,0,45,67700
1290,383,1900,6451,44,0,44,67700
820,286,1820,6030,43,0,43,67700
1092,-62,2741,7295,46,0,46,67700
1278,540,1776,6208,43,0,43,67700
4034,157,1571,9234,52,0,52,67700
3754,97,1816,9150,52,0,52,67700
2591,144,2421,8345,50,0,50,67700
2757,518,2449,8158,49,0,49,67700
3097,346,150,7845,48,0,48,67700
3772,489,2723,9410,53,0,53,67700
801,481,1315,5557,41,0,41,67700
2682,133,185,7636,47,0,47,67700
3725,477,2454,9171,52,0,52,67700
2503,-86,1847,8101,49,0,49,67700
827,73,2274,6547,44,0,44,67700
3012,580,217,7514,47,0,47,67700
1369,461,2191,6643,44,0,44,67700
3657,241,1809,8905,51,0,51,67700
3865,580,2336,9122,52,0,52,67700
1400,532,2594,6896,45,0,45,67700
3888,313,1715,9010,52,0,52,67700
1398,22,1934,6941,45,0,45,67700
2923,518,1856,7922,48,0,48,67700
2504,268,2589,8260,49,0,49,67700
3361,187,1915,8727,51,0,51,67700
654,584,808,5156,40,0,40,67700
2252,390,2255,7641,47,0,47,67700
1411,48,2584,7383,47,0,47,67700
3695,346,957,8466,50,0,50,67700
4035,170,1312,9101,52,0,52,67700
3592,484,2319,8933,51,0,51,67700
2494,322,2726,8302,49,0,49,67700
1470,516,683,6023,43,0,43,67700
2194,166,978,7151,46,0,46,67700
2998,316,417,7743,48,0,48,67700
2779,185,650,7660,47,0,47,67700
1859,145,2191,7449,47,0,47,67700
3216,-81,2057,8941,51,0,51,67700
1026,402,214,5706,42,0,42,67700
1529,136,585,6455,44,0,44,67700
3439,303,1771,8603,50,0,50,67700
2585,200,2616,8430,50,0,50,67700
2638,525,2365,7971,48,0,48,67700
1456,161,2336,7132,46,20,66,67720
2780,396,2335,8220,49,0,49,67720
2061,198,2623,7913,48,0,48,67720
979,505,1267,5692,42,0,42,67720
3747,264,2130,9176,52,0,52,67720
1068,227,922,5950,42,0,42,67720
2347,107,2723,8367,50,0,50,67720
1262,110,327,6220,43,0,43,67720
839,327,996,5639,41,0,41,67720
3578,454,1364,8382,50,0,50,67720
1105,-99,2268,6992,45,0,45,67720
3409,72,326,8405,50,0,50,67720
3657,99,1934,9123,52,70,122,67790
3074,128,626,8010,49,0,49,67790
3634,14,795,8704,51,0,51,67790
2806,446,1146,7533,47,0,47,67790
1503,0,250,6580,44,0,44,67790
2550,585,2612,8007,49,0,49,67790
4271,197,1312,9310,52,0,52,67790
3913,199,342,8780,51,0,51,67790
634,1,1748,6086,43,0,43,67790
1178,225,29,6074,43,0,43,67790
3611,439,2119,8858,51,0,51,67790
1696,196,2168,7219,46,0,46,67790
3595,517,279,8151,49,0,49,67790
1285,221,1701,6491,44,0,44,67790
4121,269,108,8954,51,20,71,67810
1992,325,1042,6807,45,0,45,67810
3951,-68,2103,9694,54,0,54,67810
2335,165,2522,8143,49,0,49,67810
671,123,2338,6386,44,0,44,67810
1184,387,408,5859,42,0,42,67810
4104,90,2598,10045,55,0,55,67810
1208,422,2621,6834,45,0,45,67810
1314,558,2656,6831,45,0,45,67810
3201,212,860,8085,49,0,49,67810
1845,590,1617,6636,44,0,44,67810
2637,170,2262,8251,49,0,49,67810
3521,374,2729,9279,52,0,52,67810
3228,-17,1309,8480,50,0,50,67810
3725,71,2463,9583,53,0,53,67810
4594,155,2478,10379,56,0,56,67810
1542,597,438,6006,43,0,43,67810
4196,40,199,9241,52,0,52,67810
4013,-57,1646,9467,53,0,53,67810
4131,-88,480,9279,52,0,52,67810
2984,-97,953,8197,49,0,49,67810
4336,578,692,8828,51,0,51,67810
2164,81,1555,7432,47,70,117,67880
3653,-67,1785,9195,52,0,52,67880
1426,21,1199,6597,44,0,44,67880
2030,83,2003,7556,47,0,47,67880
1403,423,1984,6577,44,20,64,67900
4544,111,2422,10332,55,0,55,67900
1846,302,1696,6968,45,0,45,67900
3881,579,137,8398,50,0,50,67900
4536,596,718,9013,52,0,52,67900
2454,475,663,7046,46,0,46,67900
3007,-30,1637,8429,50,0,50,67900
3827,38,665,8856,51,0,51,67900
2409,597,2412,7704,48,0,48,67900
2873,335,1501,7860,48,0,48,67900
4152,67,724,9159,52,0,52,67900
674,572,243,5180,40,0,40,67900
3019,427,2138,8290,49,0,49,67900
3245,509,548,7796,48,0,48,67900
2780,514,2559,8267,49,0,49,67900
3607,490,1184,8303,49,0,49,67900
3478,388,645,8155,49,0,49,67900
4460,126,2448,10252,55,0,55,67900
2175,156,890,7121,46,0,46,67900
2957,-25,1476,8292,49,0,49,67900
3891,41,987,8975,51,0,51,67900
1850,299,1022,6685,45,0,45,67900
3137,552,999,7713,48,0,48,67900
4310,86,1985,9822,54,0,54,67900
2954,43,840,8003,49,0,49,67900
2950,176,1310,8009,49,0,49,67900
4108,361,640,8812,51,0,51,67900
4233,35,2342,10039,55,0,55,67900
4592,109,2150,10190,55,0,55,67900
1019,597,2367,6281,43,0,43,67900
3084,525,2567,8566,50,0,50,67900
2564,596,201,7052,46,0,46,67900
1188,-54,1424,6527,44,0,44,67900
3992,359,503,8693,51,0,51,67900
3551,-40,1492,8908,51,0,51,67900
3887,9,1317,9116,52,0,52,67900
2042,442,1900,7144,46,0,46,67900
1615,566,1861,6569,44,60,104,67960
1136,149,1518,6317,43,0,43,67960
1038,256,1482,6094,43,0,43,67960
611,563,879,5147,40,0,40,67960
3333,141,2604,9227,52,70,122,68030
2667,334,1997,7938,48,0,48,68030
905,-61,93,6071,43,0,43,68030
2539,340,883,7299,46,0,46,68030
4307,-69,188,9463,53,0,53,68030
1183,167,2052,6657,44,0,44,68030
3931,406,351,8591,50,0,50,68030
1226,207,920,6127,43,0,43,68030
1404,505,787,5981,42,0,42,68030
2364,439,12,7050,46,0,46,68030
2534,89,518,7505,47,0,47,68030
964,-96,230,6140,43,0,43,68030
747,183,239,5643,41,0,41,68030
3577,34,1527,8878,51,0,51,68030
3121,-73,25,8316,49,0,49,68030
985,408,627,5641,41,0,41,68030
3451,6,1123,8610,50,0,50,68030
1809,289,1609,6897,45,0,45,68030
1240,299,1835,6446,44,0,44,68030
4543,30,991,9639,53,0,53,68030
1411,62,130,6447,44,0,44,68030
4195,342,345,8919,51,0,51,68030
2287,477,719,6883,45,0,45,68030
4519,298,1118,9385,53,20,73,68050
3124,192,572,7993,48,0,48,68050
1158,-64,1749,6676,45,0,45,68050
2311,274,595,7099,46,70,116,68120
2520,547,148,7067,46,0,46,68120
1200,135,934,6177,43,0,43,68120
718,-27,1994,6348,44,0,44,68120
2011,379,2406,7519,47,0,47,68120
2500,404,642,7161,46,0,46,68120
1020,424,2042,6231,43,0,43,68120
1680,482,1134,6367,44,0,44,68120
4001,49,223,9033,52,0,52,68120
2728,340,24,7510,47,0,47,68120
4148,486,457,8722,51,0,51,68120
827,233,2450,6514,44,0,44,68120
3574,41,493,8593,50,160,210,68280
1143,53,736,6165,43,0,43,68280
1253,31,2600,7254,46,0,46,68280
4479,-98,305,9647,53,0,53,68280
1834,52,311,6852,45,0,45,68280
1904,548,1877,6886,45,0,45,68280
1080,558,2725,6651,44,0,44,68280
1317,166,2593,7178,46,0,46,68280
1522,140,2583,7401,47,0,47,68280
4209,576,1827,9133,52,0,52,68280
3034,357,1034,7815,48,0,48,68280
2017,18,1453,7298,46,0,46,68280
4542,336,2114,9888,54,0,54,68280
869,-90,347,6025,43,0,43,68280
3452,112,2355,9190,52,0,52,68280
2353,176,1935,7743,48,0,48,68280
4340,571,1193,8959,51,0,51,68280
3542,529,1229,8216,49,0,49,68280
700,598,2510,6066,43,0,43,68280
3181,290,838,7982,48,0,48,68280
1666,188,2610,7518,47,0,47,68280
4209,359,2211,9598,53,20,73,68300
1735,590,2263,6930,45,0,45,68300
2090,-2,1919,7648,47,0,47,68300
3336,380,307,8026,49,0,49,68300
792,416,2677,6468,44,0,44,68300
3242,150,1894,8632,50,0,50,68300
1116,589,1008,5658,41,0,41,68300
813,76,525,5797,42,0,42,68300
1139,46,2533,7075,46,0,46,68300
4209,-19,2611,10269,55,0,55,68300
1941,62,59,6992,45,0,45,68300
4423,167,659,9323,52,0,52,68300
1451,422,1170,6210,43,0,43,68300
939,472,32,5587,41,0,41,68300
2511,76,2418,8331,49,70,119,68370
2863,-56,676,7987,48,0,48,68370
1774,209,1267,6783,45,0,45,68370
3400,276,1222,8324,49,0,49,68370
4407,449,1118,9122,52,0,52,68370
2169,-27,703,7267,46,0,46,68370
1640,77,1256,6776,45,0,45,68370
3848,272,1790,9054,52,0,52,68370
1894,578,2180,7043,46,0,46,68370
929,473,2649,6526,44,20,64,68390
3746,388,2572,9369,53,0,53,68390
1636,580,2387,6930,45,0,45,68390
898,323,1795,6056,43,0,43,68390
665,329,1083,5489,41,0,41,68390
2601,483,2497,8073,49,0,49,68390
1560,245,928,6425,44,0,44,68390
648,-51,435,5760,42,0,42,68390
4445,33,1772,9879,54,0,54,68390
2883,278,2560,8607,50,0,50,68390
3687,341,493,8406,50,0,50,68390
1783,518,1471,6572,44,0,44,68390
3416,-31,554,8507,50,0,50,68390
2570,213,997,7485,47,70,117,68460
3251,293,22,8081,49,0,49,68460
666,155,213,5593,41,0,41,68460
2302,166,2353,7985,48,0,48,68460
3369,300,2090,8735,51,20,71,68480
3048,78,1163,8149,49,0,49,68480
2528,-97,2540,8612,50,0,50,68480
1067,417,2185,6381,44,0,44,68480
1022,377,1057,5790,42,0,42,68480
3721,281,306,8510,50,0,50,68480
2253,479,2229,7535,47,0,47,68480
3347,65,1734,8727,51,0,51,68480
2617,-9,1217,7824,48,0,48,68480
3610,586,1831,8526,50,0,50,68480
1775,68,1185,6894,45,0,45,68480
4571,-96,2593,10694,57,0,57,68480
2262,427,801,6920,45,0,45,68480
1756,196,2490,7509,47,0,47,68480
1731,22,877,6808,45,0,45,68480
2197,596,1032,6738,45,0,45,68480
3793,102,416,8752,51,0,51,68480
4508,271,2699,10346,56,0,56,68480
3513,151,7,8489,50,0,50,68480
3292,528,725,7838,48,0,48,68480
1576,233,1020,6477,44,0,44,68480
718,306,1405,5688,42,0,42,68480
897,478,1196,5610,41,0,41,68480
4488,23,2630,10520,56,0,56,68480
1410,-76,1410,6765,45,0,45,68480
1717,532,1281,6408,44,0,44,68480
602,171,716,5504,41,0,41,68480
3181,200,658,8047,49,0,49,68480
3229,297,2312,8752,51,0,51,68480
856,248,2267,6396,44,0,44,68480
3651,363,2030,8915,51,0,51,68480
1508,244,2744,7408,47,0,47,68480
2963,535,1759,7888,48,0,48,68480
1355,234,2638,7182,46,0,46,68480
1100,-97,1937,6764,45,0,45,68480
889,567,1462,5625,41,0,41,68480
2614,585,1146,7202,46,0,46,68480
4009,364,2725,9774,54,0,54,68480
1629,541,565,6149,43,0,43,68480
2362,115,1429,7534,47,0,47,68480
1406,212,1262,6410,44,0,44,68480
1850,139,1455,7011,46,0,46,68480
4040,376,1322,8904,51,0,51,68480
1006,72,413,5996,42,0,42,68480
2701,395,1170,7487,47,0,47,68480
1800,-90,208,6973,45,0,45,68480
984,377,1544,5950,42,0,42,68480
1829,162,594,6729,45,0,45,68480
4018,-93,1558,9461,53,0,53,68480
1616,524,1381,6358,44,0,44,68480
3428,585,1753,8299,49,0,49,68480
1004,-13,2105,6693,45,0,45,68480
3189,125,247,8141,49,0,49,68480
1596,468,1087,6282,43,0,43,68480
4037,137,644,8965,51,0,51,68480
3433,123,1997,8915,51,0,51,68480
1084,82,2378,6869,45,0,45,68480
2302,297,1197,7196,46,0,46,68480
1590,-89,1986,7277,46,160,206,68640
3424,182,2243,9013,52,0,52,68640
3797,115,2583,9701,54,0,54,68640
847,54,34,5912,42,0,42,68640
2039,240,1088,6953,45,0,45,68640
3712,358,1450,8651,50,0,50,68640
1349,38,1339,6558,44,0,44,68640
4557,37,866,9617,53,0,53,68640
1909,-1,1500,7231,46,20,66,68660
3610,443,573,8228,49,0,49,68660
2169,-2,1541,7513,47,0,47,68660
2473,-92,2452,8486,50,0,50,68660
2329,182,73,7257,46,0,46,68660
4145,244,2542,9889,54,0,54,68660
2421,-17,1750,7893,48,0,48,68660
2565,117,2314,8269,49,0,49,68660
1805,9,78,6905,45,0,45,68660
2322,562,450,6820,45,160,205,68820
2110,-10,2238,7887,48,0,48,68820
3097,440,2744,8801,51,0,51,68820
4393,448,1757,9404,53,0,53,68820
932,-66,2076,6655,44,0,44,68820
2726,254,2188,8205,49,0,49,68820
4214,501,849,8806,51,0,51,68820
3901,125,91,8882,51,0,51,68820
2589,125,239,7543,47,20,67,68840
3703,283,784,8502,50,0,50,68840
2380,593,1032,6924,45,0,45,68840
3940,100,1266,9057,52,0,52,68840
1276,199,1250,6288,43,0,43,68840
1405,298,1036,6245,43,0,43,68840
2921,172,163,7840,48,0,48,68840
2385,321,128,7162,46,0,46,68840
934,282,1957,6232,43,0,43,68840
4035,142,421,8954,51,0,51,68840
860,75,1817,6279,43,0,43,68840
826,330,1271,5715,42,0,42,68840
761,379,593,5444,41,0,41,68840
3483,183,302,8370,50,0,50,68840
2947,90,1436,8148,49,60,109,68900
2115,327,1921,7345,47,0,47,68900
2571,449,1222,7322,46,0,46,68900
4480,477,1333,9248,52,0,52,68900
717,-84,1385,6068,43,0,43,68900
4312,599,315,8782,51,20,71,68920
1940,59,2317,7704,48,70,118,68990
3880,533,1537,8687,51,0,51,68990
1727,-62,702,6860,45,20,65,69010
2189,594,1832,7098,46,0,46,69010
3886,-51,389,9000,51,0,51,69010
858,572,1277,5508,41,0,41,69010
1934,367,284,6640,44,0,44,69010
2551,-81,406,7694,48,0,48,69010
1339,150,1010,6320,43,0,43,69010
1543,349,1564,6547,44,0,44,69010
809,60,792,5832,42,0,42,69010
3076,450,1094,7782,48,0,48,69010
891,30,2713,6981,45,0,45,69010
2909,214,2029,8321,49,0,49,69010
1343,-98,426,6502,44,0,44,69010
1825,44,1326,7023,46,0,46,69010
3551,6,2669,9630,53,160,213,69170
1036,301,1907,6283,43,0,43,69170
3939,455,524,8544,50,0,50,69170
2307,498,923,6918,45,0,45,69170
1476,-47,2145,7226,46,0,46,69170
3521,-81,265,8677,51,0,51,69170
1385,476,1849,6422,44,0,44,69170
1167,-83,2479,7191,46,0,46,69170
1748,266,1670,6892,45,0,45,69170
2642,386,528,7316,46,0,46,69170
3634,-12,566,8707,51,70,121,69240
2443,518,1764,7388,47,0,47,69240
3910,195,2214,9466,53,160,213,69400
1729,348,1849,6894,45,0,45,69400
3763,19,1781,9217,52,0,52,69400
2671,544,1565,7481,47,0,47,69400
778,424,675,5422,41,0,41,69400
1830,335,1,6623,44,70,114,69470
1165,593,2291,6377,44,0,44,69470
4350,457,516,8953,51,0,51,69470
1207,545,1693,6084,43,0,43,69470
3748,216,1784,9006,52,0,52,69470
3840,168,1074,8822,51,0,51,69470
1656,294,50,6478,44,0,44,69470
2777,443,1300,7565,47,0,47,69470
4162,443,775,8800,51,0,51,69470
1061,33,1843,6537,44,0,44,69470
2650,297,1648,7751,48,0,48,69470
3709,12,2335,9533,53,0,53,69470
4420,584,1764,9299,52,0,52,69470
3901,-14,1397,9188,52,0,52,69470
2921,509,1453,7711,48,0,48,69470
2628,380,994,7375,47,0,47,69470
4223,-86,1309,9544,53,0,53,69470
1035,116,2537,6904,45,0,45,69470
3010,570,660,7507,47,0,47,69470
4285,256,2220,9784,54,0,54,69470
1447,474,1111,6134,43,0,43,69470
3253,-88,2487,9288,52,20,72,69490
2383,449,950,7050,46,0,46,69490
3439,86,1633,8742,51,0,51,69490
2194,431,902,6867,45,0,45,69490
2049,379,136,6766,45,0,45,69490
4570,586,2050,9624,53,0,53,69490
3029,340,307,7759,48,0,48,69490
2258,498,2528,7738,48,0,48,69490
2204,259,2538,7930,48,0,48,69490
1413,249,152,6257,43,0,43,69490
4300,21,1546,9623,53,0,53,69490
3405,476,686,7998,48,0,48,69490
2762,95,1607,8043,49,60,109,69550
3958,314,1785,9119,52,0,52,69550
858,161,1766,6161,43,20,63,69570
2976,116,1,7988,48,0,48,69570
2952,434,2476,8457,50,160,210,69730
2576,498,2737,8216,49,0,49,69730
4592,136,2043,10091,55,0,55,69730
3752,66,976,8808,51,0,51,69730
2970,273,2472,8633,50,0,50,69730
4487,364,58,9237,52,0,52,69730
1906,501,2221,7160,46,0,46,69730
2299,592,314,6776,45,70,115,69800
3361,-28,2520,9361,53,0,53,69800
3981,516,2315,9287,52,0,52,69800
