x,y,z,time,stochastic_delay,total_time
4337,444,2073,50,0,50
677,529,1428,39,0,39
3064,315,227,46,0,46
1317,386,700,41,0,41
3970,547,490,48,0,48
904,224,2389,42,0,42
2724,21,217,46,0,46
4517,422,435,50,0,50
3933,363,630,48,0,48
2104,366,1789,42,0,42
4061,536,1522,48,0,48
1652,496,474,41,0,41
3716,261,5,48,0,48
861,112,2008,41,0,41
3509,465,2585,47,0,47
3312,200,2118,47,0,47
3729,41,635,48,0,48
1670,165,1673,42,0,42
1161,-99,693,42,0,42
4597,8,1750,51,0,51
2970,135,806,45,0,45
3625,280,1726,47,0,47
1912,260,1651,42,0,42
3205,126,599,46,0,46
3992,80,2492,50,0,50
764,60,1854,41,0,41
1126,431,288,41,0,41
1960,-67,1567,43,0,43
2909,578,2239,45,0,45
2599,105,2212,45,0,45
4013,526,1701,48,0,48
3535,526,2391,47,0,47
3020,194,2480,46,0,46
4108,420,2638,50,0,50
2497,134,224,45,0,45
4053,317,2193,49,0,49
1300,468,257,41,0,41
4225,46,771,50,0,50
3224,-87,14,48,0,48
3204,488,458,46,0,46
3986,472,2006,48,0,48
2127,306,1403,42,0,42
1859,264,2626,43,0,43
2946,355,1150,45,0,45
2551,465,673,43,0,43
4455,66,1337,51,0,51
637,145,1476,41,0,41
1017,185,974,41,0,41
2104,330,2738,44,0,44
840,-93,1680,42,0,42
3776,295,202,48,0,48
1765,30,2377,43,0,43
3955,134,1342,49,0,49
1322,63,972,42,0,42
1828,524,1265,41,0,41
1444,73,557,42,0,42
4422,240,1370,50,0,50
2407,100,2379,45,0,45
4077,545,2743,49,0,49
4188,357,616,49,0,49
1527,543,1444,40,0,40
2491,-51,1106,44,0,44
1346,62,2648,43,0,43
1478,427,830,40,0,40
3806,214,1242,48,0,48
1610,137,712,42,0,42
1928,497,1137,41,0,41
967,216,1254,40,0,40
4269,454,798,49,0,49
3933,-17,880,49,0,49
1205,421,2522,41,0,41
3275,555,2431,46,0,46
4319,597,2563,50,0,50
2557,229,2376,45,0,45
4096,79,1325,49,0,49
2181,82,675,43,0,43
1107,83,473,42,0,42
3603,142,1057,47,0,47
2619,-42,370,45,0,45
2635,248,1515,44,0,44
3242,571,1953,45,0,45
1340,260,1835,41,0,41
1688,44,1152,42,0,42
2430,503,1568,43,0,43
4357,213,1795,50,0,50
1463,211,1315,41,600,641
1516,563,2094,41,0,41
3959,253,199,49,0,49
1760,100,454,43,0,43
3260,199,2396,47,0,47
1932,91,1324,43,0,43
1565,-39,335,43,0,43
3830,385,1323,48,0,48
2589,28,834,45,0,45
1986,16,2562,44,0,44
2485,168,476,44,0,44
3437,32,1727,47,0,47
4378,-24,1497,51,0,51
3381,165,52,47,0,47
2106,84,2241,44,0,44
3118,537,2360,45,0,45
639,347,1916,40,0,40
3625,-9,2101,48,0,48
979,247,2740,42,0,42
3917,586,2118,48,0,48
3038,-69,2486,47,0,47
856,366,1848,40,0,40
3750,450,6,48,0,48
1659,-66,1948,43,0,43
2108,597,812,41,0,41
4385,178,1008,50,0,50
3441,61,1053,47,0,47
3144,-88,671,47,0,47
3409,293,2512,47,0,47
3974,595,2342,48,0,48
694,431,2461,41,0,41
2772,527,1282,44,0,44
3657,343,1908,47,0,47
4556,599,1623,50,0,50
3680,106,818,48,0,48
1306,160,1514,41,0,41
4385,287,2395,51,0,51
819,583,2570,41,0,41
4510,124,2554,52,0,52
942,504,1966,40,120,160
988,507,1155,39,0,39
802,441,787,40,0,40
4472,588,1856,50,0,50
777,141,2300,42,0,42
3922,-90,1661,49,0,49
3354,-67,2275,48,0,48
1629,176,2102,42,0,42
3246,440,2057,46,0,46
2965,7,1840,46,0,46
3461,422,466,47,0,47
810,469,1096,39,0,39
1698,567,1096,40,0,40
1313,-51,2448,43,0,43
2208,304,801,43,0,43
1048,-99,2598,43,0,43
3585,536,1114,46,0,46
2699,285,473,44,0,44
4214,-69,2183,51,0,51
1742,-72,576,43,0,43
612,76,2571,42,0,42
2061,501,968,41,0,41
2697,207,1172,44,0,44
1133,145,2529,42,0,42
3434,390,969,46,0,46
4277,42,186,51,0,51
2911,-97,557,46,0,46
1216,-90,1817,42,0,42
4448,19,2733,52,0,52
3459,240,1491,47,0,47
1091,68,1134,41,0,41
3326,482,1170,46,0,46
2909,203,1718,45,0,45
2146,232,1604,43,0,43
2552,-31,2633,46,0,46
745,379,1322,40,0,40
2734,510,183,44,0,44
1497,-80,190,43,0,43
859,447,76,41,0,41
1435,72,234,43,0,43
2952,263,495,45,0,45
3243,-13,1628,47,0,47
4142,123,2396,50,0,50
3749,406,947,47,0,47
3772,308,748,48,0,48
935,28,48,42,0,42
3090,99,1667,46,0,46
1415,498,1538,40,0,40
2260,-96,370,45,0,45
3832,131,19,49,0,49
3431,-98,1008,48,0,48
2055,313,2113,43,0,43
2941,363,356,45,0,45
4244,211,641,50,0,50
630,364,2253,41,0,41
3273,125,1182,46,0,46
3051,582,468,45,0,45
1376,52,1421,42,0,42
3811,-13,1321,49,0,49
1125,149,2291,42,0,42
4522,411,630,50,0,50
4288,145,2719,51,0,51
2866,37,1461,45,0,45
2704,353,798,44,0,44
2069,467,108,43,0,43
907,-95,1078,42,0,42
2595,401,1088,43,0,43
4106,210,1639,49,0,49
1599,159,528,42,0,42
2725,568,2336,44,0,44
3783,595,853,47,0,47
2902,-99,922,46,0,46
2543,-67,2350,45,0,45
1371,-1,2283,43,0,43
4252,18,24,51,0,51
4133,495,231,49,0,49
2493,207,693,44,0,44
3386,370,1542,46,0,46
4594,-9,926,51,0,51
3025,579,1492,44,0,44
1640,482,1836,41,0,41
3133,242,765,46,0,46
953,254,245,41,0,41
3516,560,1694,46,0,46
3889,86,1660,49,0,49
4041,564,1128,48,0,48
3245,463,249,46,0,46
3224,320,1196,46,0,46
1810,509,2715,43,0,43
2197,584,2454,43,0,43
3510,189,563,47,0,47
4056,264,1497,49,0,49
1540,48,46,43,0,43
1625,406,2547,42,0,42
2335,509,2676,44,0,44
2783,252,2369,45,0,45
3057,64,28,47,0,47
3415,583,3,47,0,47
3621,134,2531,48,0,48
4196,254,2340,50,0,50
2628,284,2081,44,0,44
1819,42,905,43,0,43
1494,113,2682,43,0,43
1662,582,1686,40,0,40
3592,91,408,48,0,48
2477,2,1606,44,0,44
2939,362,2544,46,0,46
1862,229,1894,42,0,42
4394,-70,355,51,0,51
3119,454,912,45,0,45
4117,71,2747,51,0,51
1793,263,578,42,0,42
1910,441,884,41,0,41
3523,509,245,47,0,47
2265,160,271,44,0,44
1203,276,1329,40,0,40
1345,426,417,41,0,41
4225,301,2114,50,0,50
2704,589,339,44,0,44
2413,73,2690,45,0,45
1218,179,1638,41,0,41
2192,586,228,42,0,42
4241,319,1164,49,0,49
631,-67,168,42,0,42
4583,184,1206,51,0,51
4313,183,1929,50,0,50
1921,355,2065,42,0,42
2555,531,1962,43,0,43
3330,437,706,46,0,46
1047,506,2344,41,0,41
4335,503,1039,49,0,49
1584,4,906,42,0,42
2097,141,163,44,0,44
635,-17,2396,42,0,42
2935,388,966,45,0,45
3419,-74,694,48,0,48
3947,141,457,49,0,49
2843,428,2730,45,0,45
2061,445,1506,42,0,42
1868,490,644,41,0,41
2120,375,2321,43,0,43
3478,190,2722,48,0,48
3350,11,2108,47,0,47
1772,220,390,42,0,42
1691,164,64,43,0,43
1449,36,1280,42,0,42
3449,342,2684,48,0,48
3995,531,348,48,0,48
4052,31,1148,49,0,49
2123,-53,240,44,0,44
1503,302,1196,41,0,41
3957,113,1938,49,0,49
3731,96,2153,48,0,48
4247,477,1405,49,0,49
3831,145,2016,49,0,49
1299,60,407,42,0,42
1177,585,1762,39,0,39
3633,174,1378,47,0,47
3439,242,2022,47,0,47
4258,515,639,49,0,49
1043,124,1643,41,0,41
2730,116,1395,45,0,45
779,52,993,41,0,41
2289,-52,2117,44,0,44
2010,-92,384,44,0,44
4589,-74,78,52,0,52
2682,474,575,44,0,44
3068,226,1055,45,0,45
1509,49,1960,42,0,42
3902,297,1511,48,0,48
3709,468,2369,48,0,48
3695,47,1163,48,0,48
1006,-53,2333,43,0,43
1486,89,1630,42,0,42
2067,185,641,43,0,43
2561,566,2520,44,0,44
1780,591,1808,41,0,41
1165,410,1412,40,0,40
1463,332,111,42,0,42
2303,189,1814,43,0,43
4436,167,562,51,0,51
2795,163,1540,45,0,45
3612,350,610,47,0,47
2476,107,1097,44,0,44
3117,63,2745,47,0,47
893,-91,486,42,0,42
2157,223,2308,43,0,43
3787,-50,2161,49,0,49
3773,598,8,48,0,48
1371,408,2663,42,0,42
4213,-95,1073,50,0,50
2041,45,2716,45,0,45
2055,106,1429,43,0,43
3852,174,697,48,0,48
2865,128,489,45,0,45
2975,321,2156,45,0,45
2236,102,1019,43,0,43
2342,546,371,43,0,43
2253,430,150,43,0,43
1193,429,2253,41,0,41
2302,398,866,43,0,43
1614,345,883,41,0,41
4195,581,1744,49,0,49
3140,254,916,46,0,46
2733,4,742,45,0,45
1167,86,48,42,0,42
1782,432,278,42,0,42
2489,-69,248,45,0,45
1163,165,1959,41,0,41
2427,379,700,43,0,43
1396,277,2425,42,0,42
2169,-86,634,44,0,44
2517,204,57,45,0,45
2918,166,2584,46,0,46
4568,465,1287,50,0,50
2389,320,1525,43,0,43
3196,27,493,47,0,47
2530,458,1691,43,0,43
4537,141,1972,51,0,51
669,-85,1958,42,0,42
3183,47,1882,46,0,46
3092,13,178,47,0,47
2213,264,1128,43,0,43
4575,417,2105,51,0,51
2077,149,445,43,0,43
4420,208,2731,51,0,51
1379,397,1216,40,0,40
986,209,2001,41,0,41
1678,272,999,41,0,41
3766,174,1647,48,0,48
1525,248,2655,43,0,43
3868,351,1833,48,0,48
1743,110,2527,43,0,43
4239,305,783,49,0,49
4300,327,1946,50,0,50
2779,156,2710,46,0,46
2612,389,2214,44,0,44
2790,421,678,44,0,44
1439,342,2028,41,0,41
952,155,2518,42,0,42
4411,365,272,50,0,50
1447,-78,2068,43,0,43
1437,-96,740,43,0,43
2454,225,1240,43,0,43
1591,-99,1413,43,0,43
623,442,941,39,0,39
1618,595,1986,41,0,41
4075,421,724,49,0,49
3297,596,1084,45,0,45
2901,527,2632,45,0,45
3540,577,1404,46,0,46
2663,422,39,44,0,44
3169,222,193,46,0,46
3417,195,1272,47,0,47
1188,549,401,40,0,40
1320,240,2017,41,0,41
3451,89,2572,48,0,48
3549,401,1255,47,0,47
2483,184,1798,44,0,44
1738,341,1323,41,0,41
3708,-38,2714,49,0,49
2363,162,150,44,0,44
1824,27,1976,43,0,43
2592,283,2585,45,0,45
2880,305,1391,45,0,45
2663,117,2473,45,0,45
808,82,358,42,0,42
2253,251,1495,43,0,43
4484,290,590,51,0,51
616,-84,1699,42,0,42
2435,512,579,43,0,43
2951,95,182,46,0,46
2613,-99,2741,46,0,46
2257,468,1454,42,0,42
2318,-17,1679,44,0,44
1619,-91,2623,44,0,44
706,208,1000,40,0,40
1241,-39,1986,42,0,42
1174,554,1424,39,0,39
962,180,759,41,0,41
2847,-82,1083,46,0,46
3281,339,2159,46,0,46
714,370,6,41,0,41
868,445,2731,42,0,42
3750,82,2366,49,0,49
2813,250,2198,45,0,45
3438,548,2246,46,0,46
3558,572,519,47,0,47
3855,458,1443,48,0,48
1687,427,151,42,0,42
3548,569,105,47,0,47
4545,49,583,51,0,51
4497,296,1711,50,0,50
1035,67,593,42,0,42
1492,581,2262,41,0,41
692,439,558,40,0,40
3290,316,171,47,0,47
2115,371,1645,42,0,42
3445,388,1680,46,0,46
1330,393,1658,40,0,40
1359,157,2226,42,0,42
3757,305,553,48,0,48
731,463,1615,39,0,39
893,233,902,40,0,40
3950,-73,2193,50,0,50
4534,-91,1056,51,0,51
2302,520,1189,42,0,42
2479,348,1156,43,0,43
2354,213,1365,43,0,43
4091,287,938,49,0,49
3136,530,2654,46,0,46
4434,569,1161,50,0,50
4394,21,1986,51,0,51
3324,75,769,47,0,47
3341,95,1919,47,0,47
2758,258,925,44,0,44
4043,498,1342,48,0,48
2296,297,74,44,0,44
4337,101,627,50,0,50
4249,11,1342,50,0,50
2927,595,675,44,0,44
2267,-1,498,44,0,44
601,210,2655,42,0,42
1710,50,774,42,0,42
2649,461,1423,43,0,43
1504,469,1016,40,0,40
2554,265,924,44,0,44
629,547,1849,39,0,39
3328,592,777,45,0,45
2031,103,24,44,0,44
1115,249,145,42,0,42
1213,256,693,41,0,41
2754,401,2197,44,0,44
893,256,1724,40,0,40
3875,218,1723,48,0,48
4305,198,2464,51,0,51
2608,75,1551,44,0,44
3166,573,1433,45,0,45
3100,201,464,46,0,46
2899,582,83,45,0,45
3749,-85,236,49,0,49
2349,266,2164,44,0,44
2943,90,2415,46,0,46
2376,43,658,44,0,44
619,66,1656,41,0,41
2201,19,2600,45,0,45
1870,590,502,41,0,41
1268,384,138,41,0,41
4538,461,2426,51,0,51
2307,184,2435,44,0,44
2505,255,2183,44,0,44
779,101,2608,42,0,42
971,476,208,40,0,40
4067,-62,936,50,0,50
3190,598,1578,45,0,45
4454,521,948,50,0,50
2495,-86,2163,45,0,45
2810,287,175,45,0,45
1179,315,1568,40,0,40
1995,592,2516,42,0,42
2063,418,538,42,0,42
3088,251,1927,46,0,46
887,455,2261,40,0,40
3466,289,14,47,0,47
3948,48,638,49,0,49
1671,321,1668,41,0,41
1840,314,2289,42,0,42
3665,450,2028,47,0,47
2732,512,941,43,0,43
3662,273,126,48,0,48
3419,3,1377,47,0,47
2473,540,2407,44,0,44
1964,-11,1125,43,0,43
759,37,1476,41,0,41
4555,191,638,51,0,51
1964,-31,797,43,0,43
2803,83,954,45,0,45
2212,-40,1283,44,0,44
603,190,1306,40,0,40
4355,36,930,50,0,50
4044,354,1969,49,0,49
1770,573,404,41,0,41
3203,588,929,45,0,45
3377,156,1783,47,0,47
2870,582,2014,44,0,44
3732,56,2610,49,0,49
1629,161,261,42,0,42
710,194,2188,41,0,41
622,465,2628,41,0,41
968,345,2444,41,0,41
2247,401,1580,42,0,42
2180,438,2216,43,0,43
2224,258,2736,44,0,44
1301,585,1635,40,0,40
1993,592,115,42,0,42
863,-53,251,42,0,42
4074,-16,2440,50,0,50
2104,-92,1059,44,0,44
1921,64,2118,43,0,43
2378,548,919,42,0,42
4430,45,293,51,0,51
1674,211,1367,42,0,42
1706,214,1134,42,0,42
3730,593,1083,47,0,47
3864,-95,1914,49,0,49
4545,124,1622,51,0,51
908,425,2556,41,0,41
4097,24,258,50,0,50
900,591,292,40,0,40
1768,141,2122,43,0,43
3548,10,76,48,0,48
840,596,627,39,0,39
4209,72,1511,50,0,50
3251,58,1413,46,0,46
1151,170,1227,41,0,41
1943,364,1102,42,0,42
1201,-35,2553,43,0,43
3238,-2,678,47,0,47
1638,-64,1634,43,0,43
884,15,1404,41,0,41
2523,371,1572,43,0,43
4378,-79,114,51,0,51
3756,340,2238,48,0,48
2953,203,1132,45,0,45
2628,348,1228,44,0,44
3754,211,2593,49,0,49
2048,168,1224,43,0,43
2892,428,1826,44,0,44
1144,408,2080,41,0,41
3895,258,2169,49,0,49
2473,595,1235,42,0,42
1808,228,1002,42,0,42
3605,335,2747,48,0,48
2998,344,679,45,0,45
1899,267,32,43,0,43
4390,281,806,50,0,50
4029,272,60,49,0,49
4263,574,2073,49,0,49
1111,530,1559,39,0,39
3275,-62,1859,47,0,47
3187,186,1618,46,0,46
2670,72,9,46,0,46
746,255,144,41,0,41
1142,296,2514,42,0,42
4530,-79,1686,51,1000,1051
1341,423,929,40,0,40
1329,417,2502,42,0,42
1590,448,582,41,0,41
2876,44,2642,46,0,46
736,583,763,39,0,39
1177,583,2093,40,0,40
4171,-95,1449,50,0,50
962,134,1423,41,0,41
1943,222,875,42,0,42
4442,490,144,50,0,50
1072,-17,1984,42,0,42
2757,-88,2470,46,0,46
4597,344,348,51,0,51
2725,568,2512,44,0,44
2420,375,190,44,0,44
2224,73,1993,44,0,44
2895,430,1511,44,0,44
4101,0,486,50,0,50
2649,184,841,44,0,44
2495,594,1784,43,0,43
4065,364,151,49,0,49
1582,195,850,42,0,42
4398,436,855,50,0,50
4151,8,2096,50,0,50
4359,560,1563,49,0,49
3304,277,1383,46,0,46
2772,100,1702,45,0,45
2019,594,1594,41,0,41
1244,508,993,40,0,40
2241,292,382,43,0,43
4256,125,2067,50,0,50
755,20,2037,42,0,42
1581,292,746,41,0,41
763,322,1073,40,0,40
3537,135,2314,48,0,48
2470,69,1403,44,0,44
601,442,12,41,0,41
2251,-20,2296,45,0,45
3330,367,548,46,0,46
3749,319,428,48,0,48
1086,66,291,42,0,42
907,86,659,41,0,41
1310,-25,797,42,0,42
3368,344,1167,46,0,46
3292,-45,2566,48,0,48
1354,166,1117,41,0,41
884,256,387,41,0,41
1868,47,24,44,0,44
4573,86,118,52,0,52
3179,-91,1309,47,120,167
609,386,1129,40,0,40
4047,166,2666,50,0,50
1853,110,2625,44,0,44
1990,563,363,42,0,42
1799,309,2008,42,0,42
4392,-34,684,51,0,51
979,-60,586,42,0,42
600,-73,995,42,0,42
1806,201,2370,43,0,43
2424,384,1967,43,0,43
1658,437,1428,41,0,41
1704,-92,1321,43,0,43
4210,-63,2473,51,0,51
1048,530,1868,40,0,40
1593,295,1515,41,0,41
1928,144,1734,43,0,43
2841,315,1997,45,0,45
2868,592,1763,44,0,44
1947,157,986,42,0,42
2345,483,2365,43,0,43
3113,452,190,46,0,46
1966,367,1592,42,0,42
4237,264,1631,49,0,49
3197,45,2539,47,0,47
3108,381,66,46,0,46
1204,-12,589,42,0,42
1805,178,1680,42,0,42
2439,494,2083,43,0,43
701,393,295,40,0,40
4045,444,939,48,0,48
1831,-84,5,44,0,44
4328,572,196,50,0,50
3575,382,2461,48,0,48
1916,420,516,42,0,42
2670,510,2725,45,0,45
3625,32,1984,48,0,48
2534,564,613,43,0,43
2700,-48,1424,45,0,45
3617,55,1448,48,0,48
3795,214,2231,48,0,48
4251,60,1773,50,0,50
3121,460,559,45,0,45
4430,-77,2603,52,0,52
873,36,1748,41,0,41
1738,-97,1843,43,0,43
1816,100,187,43,0,43
1383,109,683,42,0,42
3311,244,414,47,0,47
4064,392,2363,49,0,49
911,588,2384,40,0,40
1165,-55,377,42,0,42
756,199,323,41,0,41
3934,47,1085,49,0,49
1185,479,822,40,0,40
4452,519,627,50,0,50
2135,124,1808,43,0,43
2919,188,65,46,0,46
617,570,2004,39,0,39
4131,-16,1887,50,0,50
2556,-88,1980,45,0,45
2455,473,1004,43,0,43
2991,541,1346,44,0,44
4422,308,414,50,0,50
1966,352,2740,43,0,43
1378,294,461,41,0,41
1632,419,764,41,0,41
4517,266,2171,51,0,51
4352,87,2192,51,0,51
1457,456,59,41,0,41
3695,512,1222,47,0,47
3693,108,29,49,0,49
2819,92,2475,46,0,46
3949,186,1208,49,0,49
1495,437,2412,42,0,42
2107,279,1056,42,0,42
1386,534,1150,40,0,40
605,480,1584,39,0,39
3501,-96,1662,48,0,48
736,-13,2705,43,0,43
2352,305,938,43,0,43
1217,348,2406,41,0,41
2167,576,620,42,0,42
4367,51,399,51,0,51
3870,114,2640,49,0,49
941,416,1630,40,0,40
1798,530,2169,41,0,41
808,-43,1227,41,0,41
4473,146,906,51,0,51
2912,30,912,46,0,46
1524,162,2429,43,0,43
2021,50,641,43,0,43
2622,58,1179,44,0,44
2974,594,843,44,0,44
3479,384,1961,47,0,47
797,159,1512,41,0,41
3973,109,24,50,0,50
3721,405,1743,47,0,47
883,-38,1845,42,0,42
1346,190,139,42,0,42
4156,-90,331,50,0,50
1570,475,196,41,0,41
2159,511,1761,42,0,42
2547,72,416,45,0,45
4017,137,316,49,0,49
4063,328,1797,49,0,49
2664,391,1823,44,0,44
1663,34,1481,42,0,42
2715,486,1139,43,0,43
4504,-99,1854,51,0,51
841,542,1381,39,0,39
2391,30,1798,44,0,44
4129,153,604,49,0,49
2599,-20,717,45,0,45
863,575,2040,40,0,40
3599,583,1546,46,0,46
1684,-39,2735,44,0,44
656,356,2041,40,0,40
871,365,919,40,0,40
4199,447,334,49,0,49
2662,-59,1755,45,0,45
3408,420,26,47,0,47
2383,79,2079,44,0,44
2747,188,9,45,0,45
1817,594,129,42,0,42
1258,569,1200,39,0,39
3203,305,2742,47,0,47
4136,525,2360,49,0,49
3688,-93,2398,49,0,49
2413,242,2409,44,0,44
1718,545,2053,41,0,41
4594,149,2261,51,0,51
1522,566,1874,40,0,40
922,-30,2164,42,0,42
1334,594,260,40,0,40
2166,593,1266,41,0,41
1854,-37,1431,43,0,43
4206,184,818,50,0,50
1717,397,1784,41,0,41
4579,494,1507,50,0,50
4487,302,1495,50,0,50
1260,89,2348,42,0,42
1472,436,1765,41,0,41
3965,457,2263,49,0,49
947,109,2123,42,0,42
2132,494,2533,43,0,43
2192,523,931,42,0,42
3654,208,521,48,0,48
3071,451,383,45,0,45
3455,-27,2662,48,0,48
2996,585,2082,45,0,45
2993,16,310,46,0,46
3690,323,2392,48,0,48
4481,205,1877,51,0,51
2594,-81,1551,45,0,45
1201,-82,1652,42,0,42
1473,227,1554,41,0,41
770,482,2195,40,0,40
4017,580,739,48,0,48
3988,88,2745,50,0,50
1147,204,899,41,0,41
3999,227,2476,49,0,49
4497,-52,1442,51,0,51
603,552,128,40,0,40
4482,-66,942,51,0,51
4566,62,727,51,0,51
2772,415,1398,44,0,44
2601,424,850,43,0,43
1881,451,2423,42,0,42
3849,-56,475,49,0,49
4482,-8,821,51,0,51
1636,374,2370,42,0,42
3602,-93,2212,49,0,49
2009,50,1780,43,0,43
4592,56,2077,52,0,52
2231,595,1526,42,0,42
4310,335,2220,50,0,50
2332,56,1385,44,0,44
1108,235,507,41,0,41
2749,181,388,45,0,45
3552,167,2103,48,0,48
4450,376,1874,50,0,50
1323,-23,662,42,0,42
1757,-14,176,43,0,43
1970,580,2232,42,0,42
3284,585,487,46,0,46
2057,464,724,42,0,42
2886,-96,2540,47,0,47
1914,-33,644,43,0,43
1254,195,41,42,0,42
1766,-96,2291,44,0,44
1879,230,1458,42,0,42
3567,210,771,47,0,47
4292,277,1301,50,0,50
3722,36,165,49,0,49
4408,475,2602,51,0,51
1427,174,1441,41,0,41
2025,113,2381,44,0,44
2184,252,2118,43,0,43
2842,456,550,44,0,44
1858,13,2483,44,0,44
4441,66,1188,51,0,51
2159,71,260,44,0,44
2456,470,432,43,0,43
1340,124,1269,41,0,41
4207,432,2125,49,0,49
3084,254,1529,45,0,45
3199,195,1462,46,0,46
2613,108,741,44,0,44
1678,358,1920,41,0,41
608,-42,1171,41,0,41
2983,295,1835,45,0,45
3777,463,2535,48,0,48
1068,461,2553,41,0,41
2095,437,1241,42,0,42
878,419,1335,40,0,40
2636,588,136,44,0,44
2415,401,2681,44,0,44
2368,260,465,44,0,44
3067,-9,1558,46,0,46
4170,380,1858,49,0,49
3893,598,556,48,0,48
1354,48,2152,42,0,42
4185,213,1944,50,0,50
2651,461,327,44,0,44
1220,46,1628,42,0,42
4176,411,2411,50,0,50
2383,-81,1850,45,0,45
2343,81,1923,44,0,44
4074,539,104,49,0,49
1598,464,2251,41,0,41
604,65,741,41,0,41
2476,595,777,43,0,43
3868,562,2249,48,0,48
4545,-9,1197,51,0,51
3809,163,318,49,0,49
4475,384,2517,51,0,51
3089,56,2026,46,0,46
3391,173,864,47,0,47
3141,-16,397,47,0,47
3176,389,2572,46,0,46
3398,425,1328,46,600,646
1317,458,1932,40,0,40
898,293,99,41,0,41
3457,74,549,47,0,47
2019,183,1614,43,0,43
3877,599,1751,47,0,47
872,518,865,39,0,39
4143,439,855,49,0,49
727,23,2491,42,0,42
925,563,2202,40,0,40
3013,279,2262,46,0,46
2154,431,1083,42,120,162
2681,148,1804,45,0,45
3928,-21,183,50,0,50
2072,569,2625,43,0,43
2350,-72,921,44,0,44
2066,311,821,42,0,42
4422,93,2361,51,0,51
1253,488,609,40,0,40
1028,172,1517,41,0,41
1124,44,1401,41,0,41
650,68,2057,42,0,42
1876,0,2609,44,0,44
4388,527,14,50,0,50
1452,567,872,40,0,40
3842,395,305,48,0,48
3566,62,874,48,0,48
1313,85,1786,42,0,42
3033,465,2000,45,0,45
3811,376,1953,48,0,48
2658,549,1729,43,0,43
3837,436,830,48,0,48
1027,361,2139,41,0,41
4231,83,2622,51,0,51
2802,543,1572,44,0,44
2213,156,764,43,0,43
3186,469,2461,46,0,46
803,180,478,41,0,41
3918,45,1454,49,0,49
2614,-85,550,45,0,45
1419,235,2547,42,0,42
1340,-57,2749,44,0,44
3109,582,182,45,0,45
2692,89,1261,45,0,45
3310,462,904,46,0,46
2690,450,1557,44,0,44
2344,300,1273,43,0,43
1275,-1,268,43,0,43
4263,-88,724,50,0,50
2868,-82,1521,46,0,46
2835,255,1234,45,0,45
1710,431,2690,43,0,43
4259,144,505,50,0,50
1880,125,354,43,0,43
1901,475,1937,42,0,42
3894,20,2317,49,0,49
1872,246,679,42,0,42
3554,327,936,47,0,47
821,28,1112,41,0,41
3432,505,1443,46,0,46
3013,-20,801,46,0,46
2066,-14,2063,44,0,44
2208,103,1157,43,0,43
2510,260,2055,44,0,44
3200,16,2083,47,0,47
954,372,2651,42,0,42
3556,276,1600,47,0,47
1648,98,1991,42,0,42
1712,457,1224,41,0,41
4429,484,494,50,0,50
2669,209,229,45,0,45
4133,575,1631,48,0,48
1219,448,1694,40,1000,1040
2730,-95,188,46,0,46
2923,334,2704,46,0,46
1536,294,340,42,0,42
3026,550,1219,44,0,44
1745,96,1573,42,0,42
2169,292,2633,44,0,44
2510,-82,1259,45,0,45
3752,389,1546,47,0,47
2181,391,461,43,0,43
2729,332,2733,45,0,45
2071,577,2336,42,0,42
3369,463,2186,46,0,46
3001,279,2619,46,0,46
4313,369,1388,49,0,49
2226,292,2440,44,0,44
3817,423,151,48,0,48
3071,290,371,46,0,46
3431,114,2110,47,0,47
3752,339,2741,49,0,49
3041,587,2230,45,0,45
3240,-94,949,47,0,47
2961,586,2487,45,120,165
2408,262,1723,43,0,43
2124,37,105,44,0,44
4595,486,2254,51,0,51
714,-62,501,42,0,42
990,-84,140,43,0,43
1535,560,64,41,0,41
1255,312,2232,41,0,41
3336,580,1728,45,0,45
1786,587,983,40,0,40
3877,366,968,48,0,48
3155,63,1325,46,0,46
1514,206,1748,41,0,41
3416,494,2446,47,0,47
4028,500,2512,49,0,49
3041,34,560,46,0,46
1376,549,1744,40,0,40
3150,224,2519,47,0,47
4017,272,493,49,0,49
2116,340,2497,43,0,43
1541,510,2736,42,0,42
4305,30,1881,50,0,50
1571,583,600,40,0,40
2359,586,1492,42,0,42
3572,556,839,46,0,46
604,296,998,40,0,40
4343,74,1072,50,0,50
1984,194,2575,44,0,44
3695,486,396,47,0,47
4422,-44,2258,51,0,51
1802,-30,2090,43,0,43
3332,255,1641,46,0,46
1181,355,755,40,0,40
1631,101,151,43,0,43
2018,283,1324,42,0,42
2015,329,62,43,0,43
1817,117,713,42,0,42
3412,598,319,46,0,46
1639,31,611,43,0,43
2599,533,23,44,0,44
1260,142,845,41,1000,1041
3578,445,1451,47,0,47
2842,168,1992,45,0,45
2850,-48,2155,46,0,46
4481,253,1042,50,0,50
3861,26,776,49,0,49
1025,367,1824,40,0,40
3931,343,2705,49,0,49
2598,283,3,45,0,45
647,65,2273,42,0,42
2513,43,2532,45,0,45
926,322,602,40,0,40
2892,2,494,46,0,46
2955,32,2083,46,0,46
1501,242,2186,42,0,42
4117,304,1138,49,0,49
1229,559,2249,40,0,40
2828,520,287,44,0,44
2316,27,2635,45,0,45
1518,567,2592,42,0,42
1564,30,2626,44,0,44
1021,147,1867,41,0,41
642,274,1814,40,0,40
3893,518,1130,48,0,48
3418,381,358,47,0,47
4569,569,947,50,0,50
2171,466,1338,42,0,42
1132,-47,1145,42,0,42
909,88,2383,42,0,42
