x,y,z,time,stochastic_delay,total_time
-91,769,292,39,0,39
279,678,1792,39,0,39
-67,2720,464,35,0,35
427,4521,938,40,0,40
597,4658,791,40,0,40
-5,1026,1162,37,0,37
56,518,2614,41,0,41
438,446,1579,39,0,39
120,2387,1786,33,0,33
576,2254,2406,36,0,36
82,593,1489,39,0,39
125,1523,2012,36,0,36
91,800,5,40,0,40
138,650,1342,39,0,39
312,4928,1265,41,0,41
559,3803,2514,39,0,39
495,4561,2528,41,0,41
172,1848,421,35,0,35
443,2793,335,35,0,35
-91,3634,1095,36,0,36
546,2334,642,33,0,33
26,3547,1190,36,0,36
181,2849,2010,35,0,35
272,3729,1528,36,0,36
0,2815,2368,36,0,36
170,2297,1604,33,0,33
91,286,1442,40,0,40
369,2882,2453,36,0,36
-55,1070,2044,38,0,38
456,1167,630,37,0,37
-40,2809,1804,34,0,34
107,1125,2669,39,0,39
160,2534,974,32,0,32
508,949,1440,37,0,37
369,4383,2538,41,0,41
155,3159,162,36,0,36
-79,2348,1050,33,0,33
55,3192,1141,34,0,34
476,2699,2296,35,0,35
586,112,2213,42,600,642
-36,2247,1552,33,0,33
-98,3383,1163,35,0,35
-3,2802,840,34,0,34
95,4536,950,40,0,40
-99,4139,1366,38,0,38
402,787,1741,38,0,38
568,1082,75,38,0,38
160,1363,252,37,0,37
13,4772,567,41,0,41
409,540,2216,40,0,40
-14,3711,1908,37,0,37
449,2048,2123,35,0,35
545,760,254,39,0,39
477,4271,863,39,0,39
559,3465,1333,35,0,35
200,1521,2586,38,0,38
397,3448,668,36,0,36
590,305,2180,41,0,41
-96,2582,2479,37,0,37
105,2507,154,36,0,36
-77,855,2338,39,0,39
527,2298,843,32,0,32
45,1188,927,37,120,157
375,3905,210,38,0,38
-22,4684,1438,41,0,41
312,2994,36,36,0,36
-44,4200,759,39,0,39
196,986,435,38,0,38
-61,3898,44,39,0,39
221,412,1197,40,0,40
299,2014,87,36,0,36
-92,2815,1053,34,0,34
596,-80,1211,42,0,42
411,4936,330,42,0,42
105,4805,201,42,0,42
599,121,770,41,0,41
579,816,1372,38,0,38
-89,4663,2432,42,0,42
-17,4732,373,41,0,41
586,1482,1152,35,0,35
311,3746,1266,36,0,36
544,3892,2037,38,0,38
64,968,46,39,0,39
460,3481,100,37,0,37
582,473,1668,39,0,39
524,3808,613,37,0,37
-40,1707,2031,36,0,36
587,2971,1855,34,0,34
491,1518,828,35,0,35
405,911,2551,39,0,39
477,1570,1511,35,0,35
181,3398,1668,35,0,35
416,4098,874,38,0,38
345,2924,1556,33,0,33
599,2654,204,35,0,35
74,3054,2228,36,0,36
90,2238,177,36,0,36
175,1380,2170,37,0,37
70,4703,1914,41,0,41
551,4350,2093,40,0,40
-77,1571,2456,38,0,38
390,1113,1681,37,0,37
-70,3289,633,36,0,36
564,2283,87,36,0,36
223,1992,788,34,0,34
513,3697,1996,37,0,37
379,387,2718,42,0,42
308,2951,2617,37,0,37
52,1953,2338,36,0,36
138,4396,2012,40,0,40
-68,3160,248,36,0,36
133,4228,466,39,0,39
249,1885,1834,34,0,34
233,682,2166,39,0,39
-91,4513,2299,41,0,41
578,3080,571,35,0,35
310,4597,708,40,0,40
-3,605,2478,40,0,40
477,2843,1404,32,0,32
460,330,737,40,0,40
-16,2124,2287,36,0,36
582,1490,2592,38,0,38
144,602,866,39,0,39
337,3971,2332,39,0,39
171,924,1930,38,0,38
-85,1442,1236,36,0,36
441,3155,156,36,0,36
313,1875,260,36,0,36
451,1724,982,34,0,34
387,2405,2371,35,0,35
95,333,1775,40,0,40
583,4806,1463,41,0,41
57,1374,1754,36,0,36
182,4854,2451,42,0,42
76,320,42,41,0,41
316,903,526,38,0,38
-24,3579,908,36,0,36
557,281,1774,40,0,40
98,1858,198,36,0,36
496,3155,2497,37,0,37
-82,863,2739,40,0,40
120,3551,250,37,0,37
130,4616,182,41,0,41
449,773,1275,38,0,38
226,86,2270,42,0,42
84,1621,2425,37,0,37
374,1548,266,36,0,36
-62,3219,2402,37,0,37
497,2544,267,35,0,35
357,4682,296,41,0,41
-33,200,2485,42,0,42
562,1335,652,36,0,36
590,3094,1261,33,0,33
456,2292,1508,32,0,32
532,3325,1914,35,0,35
-73,4449,1712,40,0,40
599,3616,1415,36,0,36
244,1986,2530,37,0,37
-68,3226,1876,36,0,36
289,2928,892,33,0,33
206,9,2069,42,0,42
555,141,281,41,0,41
586,286,478,41,0,41
533,969,553,38,0,38
313,1396,1934,36,0,36
397,1226,1299,36,0,36
513,2982,1043,33,0,33
-57,4347,2368,40,0,40
538,1707,1245,34,0,34
284,1801,1540,34,0,34
-41,1034,899,37,0,37
275,2886,291,35,0,35
-81,1979,618,35,0,35
362,1862,2204,35,0,35
-48,-35,486,42,0,42
431,2147,16,36,0,36
49,3793,497,38,0,38
492,4623,2684,42,0,42
120,4647,1381,40,0,40
496,186,1610,41,0,41
-9,2755,2680,37,0,37
318,4107,598,38,0,38
-17,4862,2073,42,0,42
344,1884,740,34,0,34
339,2755,1857,34,0,34
-94,2051,1939,35,0,35
-83,1285,1745,37,0,37
-74,349,2672,42,0,42
363,3803,1778,37,0,37
384,3953,1634,37,0,37
-28,3636,1481,36,0,36
42,2315,1201,33,0,33
-50,4934,1799,42,0,42
345,3916,1338,37,0,37
465,1707,550,35,0,35
311,2513,2520,36,0,36
185,3349,2143,36,0,36
483,4070,2,39,0,39
-78,4467,38,41,0,41
229,2326,1335,32,0,32
-72,551,1766,39,0,39
-50,3984,221,39,0,39
88,3876,1582,37,0,37
-31,367,689,40,0,40
378,1057,727,37,0,37
-59,3230,1715,35,0,35
77,3220,2720,38,0,38
498,2834,1605,33,0,33
378,516,811,39,0,39
80,4576,1787,40,0,40
598,3302,2224,36,0,36
-94,2970,1932,35,0,35
361,1364,362,37,0,37
357,4401,512,40,0,40
150,4824,1890,41,0,41
192,2878,1018,33,0,33
165,2149,1008,33,0,33
-54,3041,42,37,0,37
257,4929,925,41,0,41
337,2720,1418,32,0,32
478,4812,1053,41,0,41
178,958,2098,38,0,38
-70,309,1286,40,0,40
-71,2102,2612,37,0,37
410,4394,1440,39,0,39
354,2039,2331,36,0,36
82,2914,2726,38,0,38
401,2642,650,33,0,33
168,2046,2734,37,0,37
579,408,1098,39,0,39
358,609,326,40,0,40
276,3445,14,38,0,38
-9,2345,353,35,0,35
560,4149,279,39,0,39
89,1783,1271,34,0,34
310,2793,1699,33,0,33
124,1645,179,37,0,37
437,1549,1698,35,0,35
255,-18,77,42,0,42
469,4665,651,41,0,41
369,3174,2097,35,0,35
127,1370,1596,36,0,36
593,1719,1953,35,0,35
-26,3068,1050,34,0,34
442,1999,843,33,0,33
43,1368,388,37,0,37
-56,2553,1,37,0,37
104,4291,1486,39,0,39
274,3531,730,36,0,36
244,2516,1763,33,0,33
394,3572,2590,38,0,38
230,4464,1861,40,0,40
5,1089,1850,37,0,37
107,1870,2165,36,0,36
421,4275,2454,40,0,40
540,104,2031,41,0,41
67,3370,2348,37,0,37
146,3242,1486,34,0,34
596,568,674,39,0,39
74,2989,798,34,0,34
548,2166,2210,35,0,35
-97,2594,1589,34,0,34
48,1543,292,37,0,37
208,894,1635,38,0,38
105,1279,1097,36,0,36
597,2137,569,34,0,34
300,4403,2166,40,0,40
123,4193,2305,40,0,40
52,240,780,41,0,41
583,4075,2049,38,0,38
99,126,568,41,0,41
110,2404,1993,34,0,34
241,3812,191,38,0,38
344,4635,140,41,0,41
385,3309,1536,35,0,35
-90,3989,1829,38,0,38
43,4529,577,40,0,40
90,3707,151,38,0,38
222,1424,513,36,0,36
518,4509,1717,40,0,40
107,4784,875,41,0,41
381,4050,1142,38,0,38
-74,2584,1112,33,0,33
392,1707,1201,34,0,34
496,2944,633,34,0,34
239,2301,1156,32,0,32
417,4191,1764,38,0,38
484,4805,1842,41,0,41
540,2186,2562,36,0,36
514,3771,1055,36,0,36
315,741,697,38,0,38
-57,2952,733,34,0,34
569,2202,1471,32,0,32
18,931,2527,39,0,39
143,3078,560,35,0,35
359,-10,1633,41,0,41
-58,835,2124,39,0,39
163,-75,1905,42,0,42
133,2999,319,36,0,36
-69,4289,1798,39,0,39
-94,4033,805,38,0,38
28,3272,733,35,0,35
291,2923,2171,35,0,35
100,3173,1606,34,0,34
586,4771,404,41,0,41
291,3542,1374,35,0,35
-97,4100,1523,38,0,38
343,281,272,41,0,41
-57,3505,2068,37,0,37
71,451,936,40,0,40
-82,2185,2107,35,0,35
578,1279,2498,38,0,38
593,4884,873,41,0,41
274,159,1030,41,0,41
257,4089,1376,38,0,38
93,225,2667,42,0,42
-71,482,1919,40,0,40
-26,138,935,41,0,41
-90,1820,338,36,0,36
69,955,259,39,0,39
252,4209,293,39,0,39
319,451,644,40,0,40
140,3756,1143,36,0,36
370,4431,1979,40,0,40
100,4557,2715,42,0,42
142,1052,1803,37,0,37
418,4013,317,38,0,38
517,3582,769,36,0,36
554,1157,2026,37,0,37
558,4351,38,40,0,40
113,4203,1050,38,0,38
259,3880,845,37,0,37
567,716,2505,40,0,40
-96,1104,1656,37,0,37
303,2692,2293,35,0,35
84,1669,1737,35,0,35
596,4682,2588,42,0,42
-89,1868,1258,34,0,34
322,-71,697,42,0,42
420,4891,485,42,0,42
256,3478,305,37,0,37
-14,101,2069,42,0,42
599,904,274,39,0,39
340,1522,1360,35,0,35
142,734,2446,40,0,40
397,2263,2537,36,0,36
83,774,2209,39,0,39
-82,3720,2721,39,0,39
118,3469,904,36,0,36
-20,2152,1425,33,0,33
434,44,2557,42,0,42
335,2435,1927,34,0,34
156,2479,434,34,0,34
585,839,2231,39,0,39
193,2629,222,35,0,35
-54,2542,1977,35,0,35
422,1079,1349,37,0,37
591,107,2650,42,0,42
-98,2390,1232,33,0,33
411,2641,2175,35,0,35
393,1146,1478,36,0,36
326,3474,2692,38,0,38
60,3874,2131,38,0,38
349,4779,2707,43,0,43
468,2990,391,35,0,35
534,3148,872,34,0,34
-82,1384,943,36,0,36
354,4798,1188,41,0,41
592,1781,2236,36,0,36
308,3676,119,38,0,38
-95,3886,764,38,0,38
155,831,808,38,0,38
161,3210,2406,37,0,37
594,-28,931,41,0,41
598,4172,2736,40,0,40
-46,516,56,41,0,41
-25,3971,2367,39,0,39
180,4793,461,41,0,41
303,1208,473,37,0,37
586,3559,35,38,0,38
134,816,2035,39,0,39
44,1496,644,36,0,36
435,4379,2254,40,0,40
428,3636,2117,37,0,37
-53,232,251,41,0,41
482,2494,2062,34,0,34
395,4781,604,41,0,41
-20,764,422,39,0,39
304,3228,115,37,0,37
447,4894,1431,41,0,41
31,2969,2081,35,0,35
282,4566,1073,40,0,40
252,3082,1816,34,0,34
62,1532,1806,36,0,36
475,4131,2323,39,0,39
499,2380,1919,33,0,33
568,4245,1719,39,0,39
-41,2026,998,34,0,34
588,2711,1342,32,0,32
308,2957,1219,33,0,33
306,91,753,41,0,41
541,2304,2284,35,0,35
401,3786,2416,38,0,38
585,3413,712,35,0,35
37,2495,1629,33,0,33
-82,1604,1704,35,0,35
82,4848,2204,42,0,42
-84,273,31,42,0,42
554,269,2548,42,0,42
434,169,1008,41,0,41
-56,2514,239,36,0,36
578,4362,1195,39,0,39
576,2765,2173,35,0,35
-32,754,1859,39,0,39
-56,1078,2402,39,0,39
591,1049,366,38,0,38
-41,3261,2622,38,0,38
266,4673,1660,40,0,40
193,2916,149,36,0,36
425,3045,2747,38,0,38
-94,538,541,40,0,40
419,593,1500,39,0,39
135,-35,1538,42,0,42
443,3407,818,35,0,35
310,3213,518,35,0,35
173,1272,1911,37,0,37
352,1965,1618,33,0,33
586,4854,731,41,0,41
126,295,1180,40,0,40
-63,2248,1728,34,0,34
-88,1526,777,36,0,36
410,481,11,41,0,41
258,3200,930,34,0,34
298,940,2642,40,0,40
-76,4827,763,41,0,41
258,1560,1044,35,0,35
29,4756,2423,42,0,42
201,342,1556,40,0,40
285,47,1899,41,0,41
568,1889,2135,35,0,35
80,4097,1861,38,0,38
-92,632,1230,39,0,39
140,3438,1908,36,0,36
283,1827,1211,33,0,33
463,2466,926,32,0,32
92,4937,631,42,0,42
559,3243,167,36,0,36
146,1611,1246,34,0,34
288,312,1953,40,0,40
242,4190,686,39,0,39
564,678,2332,40,0,40
578,1295,1734,36,0,36
-7,4663,2059,41,0,41
439,2126,633,34,0,34
373,-75,2666,43,0,43
280,1347,1702,36,0,36
542,983,896,37,0,37
-96,3786,1461,37,0,37
320,213,514,41,0,41
130,4717,2606,42,0,42
432,393,2294,41,0,41
225,1063,295,38,0,38
104,1945,20,37,0,37
416,1453,2629,38,0,38
33,3963,1465,37,0,37
-65,4608,2584,42,0,42
448,4130,514,39,0,39
100,4522,2544,41,0,41
278,2779,673,34,0,34
134,4769,1061,41,0,41
-59,1142,345,38,0,38
-46,1243,659,37,0,37
100,481,1109,39,0,39
199,4084,854,38,0,38
319,4202,11,40,0,40
-77,4846,430,42,0,42
56,4007,2664,40,0,40
-81,4082,1009,38,0,38
294,4173,2608,40,0,40
356,744,870,38,0,38
494,3761,1250,36,0,36
372,4936,1099,41,0,41
119,2272,2644,37,0,37
258,749,10,40,0,40
-16,4221,2673,41,0,41
290,3633,472,37,0,37
92,3596,415,37,0,37
224,274,744,40,0,40
238,3940,369,38,0,38
93,-67,2544,43,0,43
88,3044,1512,34,0,34
599,2087,2457,36,0,36
492,4781,7,42,0,42
450,4630,21,41,0,41
484,4753,2508,42,0,42
292,2138,2460,36,0,36
424,4233,2740,41,0,41
211,1830,938,34,0,34
-99,-67,779,42,0,42
233,1116,161,38,0,38
-68,1862,160,36,0,36
570,2550,1346,31,0,31
426,4295,440,39,0,39
304,1666,2720,38,0,38
587,2318,2733,37,0,37
557,3781,1689,37,0,37
584,1092,1866,37,0,37
372,2882,402,35,0,35
413,3333,1786,35,0,35
490,2158,1273,32,0,32
-69,378,1018,40,0,40
64,910,2369,39,0,39
94,1195,1448,36,0,36
116,1657,920,35,0,35
423,2881,99,36,0,36
20,1379,2404,38,0,38
420,3377,2461,37,0,37
149,3977,172,39,0,39
195,2379,188,35,0,35
216,1388,648,36,0,36
292,129,162,42,0,42
241,3773,2474,38,0,38
381,1705,1410,34,0,34
336,4932,42,43,0,43
282,2059,1242,32,0,32
522,1002,1965,38,0,38
101,2373,554,34,0,34
-82,1994,849,34,0,34
-94,2922,1154,34,0,34
584,2238,1132,32,0,32
305,2368,1592,32,0,32
-52,3109,2568,37,0,37
138,2005,1566,33,0,33
318,3691,832,36,0,36
575,4145,615,38,0,38
219,2124,854,33,0,33
483,964,1085,37,0,37
36,167,1917,41,0,41
200,698,392,39,0,39
424,939,2398,39,0,39
333,4944,1537,42,0,42
591,562,2500,40,0,40
-86,3182,2157,36,0,36
502,2766,2548,36,0,36
154,2253,2322,36,0,36
-85,3784,2453,39,0,39
582,2389,1413,31,0,31
89,3644,1570,36,0,36
561,3518,212,37,0,37
368,4883,2341,42,0,42
478,1175,1144,36,0,36
209,1073,586,37,0,37
479,4717,1407,40,0,40
213,28,1312,41,0,41
556,1253,2192,37,0,37
42,3275,2069,36,0,36
-87,1646,675,36,0,36
342,4938,1678,42,0,42
372,1393,2355,37,0,37
576,1896,1492,33,0,33
234,2437,1442,32,0,32
593,497,286,40,0,40
532,-96,418,42,0,42
487,1768,2544,37,0,37
-46,699,19,40,0,40
118,2796,686,34,0,34
447,1278,1440,36,0,36
46,4927,1114,42,0,42
-72,1051,123,39,0,39
245,2637,2597,37,0,37
-92,2008,1534,34,0,34
-83,4,2224,42,0,42
-67,892,1385,38,0,38
376,3938,975,37,0,37
53,3235,320,36,0,36
403,2637,377,34,0,34
135,4036,1606,38,0,38
520,298,1249,40,0,40
40,3708,295,38,0,38
105,2175,475,35,0,35
-41,2131,136,36,0,36
545,4280,1494,39,0,39
305,143,307,41,0,41
245,3429,1463,35,0,35
186,2527,2726,37,0,37
-89,791,592,39,0,39
456,4079,733,38,0,38
192,961,2553,39,0,39
548,1624,2168,36,0,36
-17,2927,1642,34,0,34
172,4312,1761,39,0,39
356,2315,549,34,0,34
353,4945,2723,43,0,43
-50,1646,2201,36,0,36
358,2893,1937,34,0,34
-82,3351,2304,37,0,37
123,3116,2101,36,0,36
12,1094,1558,37,0,37
36,326,197,41,600,641
276,1833,1381,33,0,33
375,1301,991,36,0,36
279,1478,344,36,0,36
65,1698,1055,34,0,34
267,139,1686,41,0,41
15,201,1778,41,0,41
-9,664,2087,39,120,159
96,2099,1312,33,0,33
-26,2397,488,35,0,35
66,2805,485,35,0,35
252,3052,1480,34,0,34
31,2096,2055,35,0,35
416,3324,1210,34,0,34
485,386,899,40,0,40
179,4406,569,40,0,40
226,4371,835,39,0,39
321,2945,2329,36,0,36
-59,3839,1986,38,0,38
279,4423,1381,39,0,39
178,2664,926,33,0,33
204,2637,1252,32,0,32
-87,1911,2506,37,0,37
472,3948,1462,37,0,37
596,1252,1434,36,0,36
275,1025,833,37,0,37
158,499,1405,39,0,39
415,418,1177,39,0,39
299,1609,1554,35,0,35
442,3015,2477,36,0,36
487,59,390,42,0,42
448,-69,2089,42,0,42
194,4004,1858,38,0,38
482,3950,2663,40,0,40
89,2634,405,35,0,35
-82,287,412,41,0,41
168,4185,2533,40,0,40
561,504,798,39,0,39
-93,4204,572,39,0,39
426,1827,1837,34,0,34
198,2105,1878,34,0,34
-33,2223,627,34,0,34
301,2673,779,33,0,33
67,4279,318,40,0,40
196,3950,2582,39,0,39
581,443,440,40,0,40
348,2200,2096,34,0,34
366,3192,2706,38,0,38
-4,3589,3,38,0,38
592,3250,2698,38,0,38
273,1916,1986,35,0,35
-91,1391,1498,36,0,36
338,438,2064,40,0,40
242,3136,1045,34,0,34
-93,2819,2262,36,0,36
320,4039,1263,38,0,38
96,2971,77,36,0,36
579,138,942,41,0,41
388,4536,402,40,0,40
50,848,1269,38,0,38
76,4333,2508,41,0,41
124,4325,686,39,0,39
184,3663,920,36,0,36
-91,2352,628,34,0,34
202,1792,1714,34,0,34
510,2460,1679,32,0,32
596,1836,776,34,0,34
215,672,585,39,0,39
553,1537,222,37,0,37
231,3219,1184,34,0,34
262,3550,181,37,0,37
580,1843,1857,34,0,34
567,4055,1215,38,0,38
-84,2485,860,34,0,34
-98,3443,519,37,0,37
224,3312,487,36,0,36
313,4022,1775,38,0,38
450,1321,1600,36,0,36
325,3137,683,34,0,34
127,1994,657,34,0,34
593,535,2105,40,0,40
572,93,1254,41,0,41
2,4279,152,40,0,40
551,817,786,38,0,38
491,4383,1861,39,0,39
36,2749,2490,36,0,36
250,2106,2224,35,0,35
43,4934,475,42,0,42
242,1736,208,36,0,36
-66,2305,1357,33,0,33
584,1130,790,37,0,37
75,2810,2163,35,0,35
369,4382,916,39,0,39
-44,3792,1694,37,0,37
43,139,1074,41,0,41
81,1182,749,37,0,37
239,787,1454,38,0,38
188,466,1756,40,0,40
443,-84,1316,42,0,42
235,4569,382,41,0,41
266,2850,2740,37,0,37
403,1855,1489,33,0,33
61,1205,467,37,1000,1037
352,4758,2559,42,0,42
23,3422,1580,35,0,35
534,-57,594,42,0,42
256,3779,1392,36,0,36
479,98,1878,41,0,41
-91,4615,914,40,0,40
422,4507,1343,40,0,40
372,4468,1079,39,0,39
463,3825,1866,37,0,37
77,1528,1042,35,0,35
204,2306,63,36,0,36
582,4057,2488,39,0,39
585,3986,845,37,0,37
8,957,1628,38,0,38
504,4393,747,39,0,39
466,1935,2274,36,0,36
410,2184,1612,33,0,33
-73,3951,2521,39,0,39
575,790,1162,38,0,38
588,2198,221,35,0,35
98,3087,2566,37,0,37
61,1973,1246,33,0,33
521,1992,1163,33,0,33
526,2129,1742,33,0,33
595,2501,1928,34,0,34
264,1737,494,35,0,35
22,4497,2124,40,0,40
-89,3696,805,37,0,37
313,553,2630,41,0,41
576,3065,1957,35,0,35
238,1094,1651,37,0,37
441,1354,127,37,0,37
450,487,678,39,0,39
243,1408,1147,35,0,35
92,3560,1398,36,0,36
424,4128,1638,38,0,38
213,2161,228,35,0,35
188,1040,1247,37,0,37
439,597,2053,39,0,39
-28,4745,1838,41,0,41
274,4552,2491,41,0,41
215,567,2433,40,0,40
264,1692,1804,35,0,35
482,464,183,40,0,40
521,-46,109,42,0,42
255,3399,2415,37,0,37
-55,2684,1957,35,0,35
79,2555,2050,34,0,34
10,4436,1193,39,0,39
33,3754,908,37,0,37
392,274,1323,40,0,40
-25,1862,1517,34,0,34
370,4540,1714,40,0,40
146,640,1710,39,0,39
109,4155,1252,38,0,38
276,3529,585,36,0,36
588,1361,1924,36,0,36
-32,95,2378,42,0,42
553,3385,149,37,0,37
-78,985,2173,38,0,38
490,2808,1828,33,0,33
585,4210,2484,40,0,40
-94,3375,2155,37,0,37
439,3279,1054,34,0,34
488,3568,2277,37,0,37
460,3760,748,37,0,37
252,1175,1195,36,0,36
-83,9,1802,42,0,42
381,4014,2523,39,0,39
-30,2810,167,36,0,36
125,4639,2129,41,0,41
365,1225,2334,38,0,38
101,915,1011,38,0,38
204,35,344,42,0,42
357,1756,2319,36,0,36
415,3305,2201,36,0,36
561,1971,136,36,0,36
261,282,894,40,0,40
354,3633,2334,38,0,38
410,4876,183,42,0,42
178,3761,1829,37,0,37
594,3843,480,37,0,37
-94,4580,2175,41,0,41
3,3560,2355,38,0,38
-44,84,1334,41,0,41
38,1719,407,36,0,36
-6,2041,529,35,0,35
588,3508,2636,38,0,38
202,4372,6,41,0,41
-79,966,578,38,0,38
141,1229,2347,38,0,38
333,3253,2382,37,0,37
-90,2006,2260,36,0,36
-99,3363,135,37,0,37
22,413,2037,40,0,40
-84,2903,50,37,0,37
520,4144,1443,38,0,38
110,2026,2539,37,0,37
467,2171,988,32,0,32
401,1651,724,35,0,35
500,2855,751,33,0,33
-34,4430,1542,40,0,40
507,1168,964,36,0,36
219,126,2618,42,0,42
366,3674,1130,36,0,36
565,-19,1951,42,0,42
51,4926,2577,43,0,43
482,2683,2060,34,0,34
584,2747,336,35,0,35
97,4341,1351,39,0,39
150,4023,1310,38,0,38
571,36,1634,41,0,41
-50,431,1399,40,0,40
117,4077,991,38,0,38
70,3822,2634,39,0,39
419,3526,1956,36,0,36
197,1947,534,35,0,35
351,1527,1225,35,0,35
216,1270,150,38,0,38
362,-58,949,42,0,42
401,2835,908,33,0,33
229,1127,2371,38,0,38
449,4705,1220,40,0,40
195,1649,318,36,0,36
42,3922,1165,37,0,37
265,3541,2368,37,0,37
113,3042,1764,34,0,34
435,591,1265,39,0,39
438,678,1904,39,0,39
487,3716,1799,37,0,37
145,3729,646,37,0,37
460,2240,231,35,0,35
582,1415,981,35,0,35
72,2211,1816,34,0,34
93,188,127,42,0,42
-69,2592,1414,33,120,153
197,1253,1516,36,0,36
190,1824,2672,37,0,37
75,1566,2713,38,0,38
528,4496,1180,39,0,39
57,3127,1300,34,0,34
309,674,2369,40,0,40
118,1795,797,34,0,34
325,2334,2104,34,0,34
281,584,1686,39,0,39
568,4538,594,40,0,40
420,4638,839,40,0,40
358,2582,260,35,0,35
76,2806,1528,33,0,33
24,2655,1551,33,0,33
-54,4016,1207,38,0,38
231,4338,1154,39,0,39
585,4347,596,39,0,39
367,4886,2008,42,0,42
141,4578,1080,40,0,40
102,32,978,41,0,41
568,2759,2737,37,0,37
136,708,996,38,0,38
553,3606,1038,36,0,36
22,4021,424,39,0,39
308,4170,2205,39,0,39
431,2427,671,33,0,33
186,4841,2588,43,0,43
573,1109,2703,39,0,39
329,-98,1078,42,0,42
59,583,1628,39,0,39
433,429,1829,40,0,40
-91,2716,279,36,0,36
6,3292,1002,35,0,35
150,3105,792,34,0,34
575,892,2567,39,0,39
425,4460,2422,41,0,41
-17,4552,1380,40,0,40
59,857,654,38,0,38
123,1086,844,37,0,37
61,3872,148,39,0,39
132,3475,2707,38,0,38
361,2006,672,34,0,34
-85,-91,1234,42,0,42
385,2549,762,33,0,33
424,490,1952,40,0,40
182,3299,728,35,0,35
599,2190,2708,37,0,37
545,3169,469,35,0,35
263,4846,1625,41,0,41
487,3066,1360,33,0,33
434,2820,2330,36,0,36
459,1456,482,36,0,36
598,3999,2224,39,0,39
52,232,433,41,0,41
244,4757,598,41,0,41
343,4766,761,41,0,41
469,1855,1028,33,0,33
105,1481,22,38,0,38
-74,4784,2313,42,0,42
539,4363,329,40,0,40
49,4402,980,39,0,39
167,764,2608,40,0,40
149,481,2141,40,0,40
333,804,1350,38,0,38
-85,4754,15,42,0,42
-66,190,2280,42,0,42
412,3975,74,39,0,39
350,3071,2184,35,0,35
182,3026,2313,36,0,36
551,707,374,39,0,39
-41,1538,552,36,0,36
524,4607,899,40,0,40
570,2604,1122,31,0,31
42,1125,5,39,0,39
141,2867,1415,33,0,33
-90,3495,1485,36,0,36
594,721,1542,38,0,38
449,904,639,38,0,38
483,259,2107,41,0,41
416,4277,1894,39,0,39
573,1491,1761,35,0,35
114,413,649,40,0,40
481,638,220,40,0,40
552,1278,323,37,0,37
297,4835,348,42,0,42
33,1098,1364,37,0,37
53,4910,131,42,0,42
420,4295,1233,39,0,39
111,1762,2317,36,0,36
-95,-70,2592,43,0,43
-91,3311,1344,35,0,35
432,22,2324,42,0,42
-66,709,788,39,0,39
-8,263,1597,40,0,40
14,4306,2173,40,0,40
138,2280,1019,33,0,33
322,3831,504,37,0,37
145,109,1987,41,0,41
381,3161,1488,34,0,34
76,2243,847,33,0,33
132,2026,1985,35,0,35
363,2097,308,35,0,35
355,2586,491,34,0,34
-56,1621,18,37,0,37
232,1079,2641,39,0,39
398,4208,122,40,0,40
589,2994,2124,35,0,35
274,546,2,41,0,41
278,298,2553,42,0,42
241,466,1882,40,0,40
57,418,2442,41,0,41
30,1880,1784,35,0,35
189,1459,1483,35,0,35
595,4598,327,41,0,41
482,4599,2077,41,0,41
44,4614,2377,41,0,41
397,2374,355,34,0,34
524,2669,587,34,0,34
-45,2876,283,36,0,36
433,2382,1614,32,0,32
-2,2035,1816,34,0,34
147,1003,2326,39,0,39
-71,1907,2348,36,0,36
-25,165,1191,41,0,41
436,509,501,40,0,40
26,1285,2665,39,0,39
496,2536,2429,36,0,36
259,539,1280,39,0,39
-29,4945,802,42,0,42
235,4346,1607,39,0,39
-49,599,942,39,0,39
77,2443,1398,32,0,32
207,616,2287,40,0,40
-16,4398,2004,40,0,40
45,3306,1923,36,0,36
288,3647,1726,36,0,36
49,1777,120,37,0,37
441,4460,118,41,0,41
588,4913,1243,41,0,41
292,3788,1886,37,0,37
579,2341,2025,34,0,34
529,2556,976,32,0,32
342,1487,2519,38,0,38
589,2957,1386,33,0,33
85,1874,560,35,0,35
142,2204,2021,34,0,34
368,3993,485,38,0,38
167,4567,2360,41,0,41
315,3856,2721,39,0,39
279,1213,6,38,0,38
219,-85,2623,43,0,43
87,2529,1841,34,0,34
106,2494,2347,36,0,36
187,978,195,39,0,39
73,519,468,40,0,40
-91,2424,740,34,0,34
571,1028,2448,39,0,39
-96,1332,2378,38,0,38
34,2877,1940,35,0,35
374,3482,213,37,0,37
427,2129,1493,32,0,32
581,2567,83,36,0,36
451,740,2230,39,0,39
493,2057,1954,34,0,34
386,917,2096,38,0,38
584,673,1240,38,0,38
46,773,2705,40,0,40
26,3219,1396,35,0,35
443,2439,1122,31,0,31
83,4025,2072,38,0,38
418,3114,2286,36,0,36
372,3370,548,36,0,36
106,3362,817,35,0,35
540,4654,1537,40,0,40
120,1137,361,38,0,38
244,3829,2171,38,0,38
-36,4643,1069,40,0,40
584,3619,2113,37,0,37
524,4046,1774,38,0,38
372,4602,553,40,0,40
210,-45,549,42,0,42
229,2224,746,33,0,33
598,4720,652,41,0,41
15,3092,371,36,0,36
353,2749,1579,33,0,33
129,3244,1029,34,0,34
202,1690,2513,37,0,37
575,4594,198,41,0,41
372,1107,249,38,0,38
476,4826,353,42,0,42
